,full_name,engine_capacity,resale_price,registered_year,insurance,transmission_type,kms_driven,owner_type,fuel_type,brand
14743,Amaze EX,1198.0,325000.0,2014,First,Manual,71000.0,First,Petrol,Honda
14744,City i,1497.0,635000.0,2016,First,Manual,53000.0,First,Petrol,Honda
14745,Amaze EX,1198.0,395000.0,2016,First,Manual,52000.0,First,Petrol,Honda
14746,Swift Dzire,1197.0,445000.0,2016,First,Manual,52000.0,First,Petrol,Maruti
14747,Baleno 1.2,1197.0,520000.0,2017,First,Manual,33000.0,First,Petrol,Maruti
14748,Innova Crysta,2755.0,1395000.0,2017,First,Automatic,89000.0,First,Diesel,Toyota
14749,Vitara Brezza,1248.0,645000.0,2017,First,Manual,62000.0,First,Diesel,Maruti
14750,Thar CRDe,2498.0,549000.0,2015,First,Manual,20000.0,First,Diesel,Mahindra
14751,SX4 S,1248.0,449000.0,2015,First,Manual,70000.0,First,Diesel,Maruti
14752,Jazz 1.2,1199.0,599000.0,2017,First,Automatic,72000.0,First,Petrol,Honda
14753,Carens Prestige,1497.0,1190000.0,2022,Zerodep,Manual,8000.0,First,Petrol,Kia
14754,Yaris G,1496.0,885000.0,2019,First,Automatic,14000.0,First,Petrol,Toyota
14755,Ciaz 1.4,1373.0,790000.0,2018,First,Manual,21000.0,Second,Petrol,Maruti
14756,Baleno Zeta,1197.0,590000.0,2017,First,Automatic,56000.0,First,Petrol,Maruti
14757,Baleno Delta,1197.0,450000.0,2016,First,Manual,87000.0,First,Petrol,Maruti
14758,Alto 800,796.0,390000.0,2021,First,Manual,10000.0,First,Petrol,Maruti
14759,Carens Prestige,1482.0,1685000.0,2022,First,Automatic,2600.0,First,Petrol,Kia
14760,City i-VTEC,1497.0,899000.0,2018,First,Manual,43000.0,First,Petrol,Honda
14761,Venue S,1197.0,749000.0,2019,First,Manual,41000.0,First,Petrol,Hyundai
14762,Verna VTVT,1591.0,849000.0,2018,First,Manual,28000.0,First,Petrol,Hyundai
14763,Triber RXT,999.0,765000.0,2023,First,Manual,5400.0,First,Petrol,Renault
14764,Amaze VX,1199.0,525000.0,2018,First,Manual,120373.0,First,Petrol,Honda
14765,Sunny XL,1498.0,140000.0,2014,First,Manual,115842.0,First,Petrol,Nissan
14766,Celerio Green,998.0,320000.0,2014,Third,Manual,80000.0,First,CNG,Maruti
14767,XL6 Alpha,1462.0,1035000.0,2021,Third,Automatic,20000.0,Second,Petrol,Maruti
14768,Wagon R,998.0,600000.0,2023,Third,Manual,40000.0,First,CNG,Maruti
14769,Swift VXI,1197.0,340000.0,2012,Third,Manual,70000.0,Second,Petrol,Maruti
14770,Innova Crysta,2393.0,2150000.0,2022,Third,Automatic,20000.0,First,Diesel,Toyota
14771,Ertiga VDI,1248.0,500000.0,2013,Third,Manual,80000.0,First,Diesel,Maruti
14772,i20 Sportz,1197.0,650000.0,2020,Third,Manual,30000.0,First,Petrol,Hyundai
14773,Etios 1.4,1364.0,750000.0,2017,Third,Manual,110000.0,First,Diesel,Toyota
14774,Creta 1.4,1396.0,750000.0,2017,Third,Manual,110000.0,First,Diesel,Hyundai
14775,Verna VTVT,1591.0,1300000.0,2019,Third,Automatic,30000.0,Second,Petrol,Hyundai
14776,Innova Crysta,2694.0,2400000.0,2022,Third,Manual,30000.0,First,Petrol,Toyota
14777,Corolla Altis,1798.0,1100000.0,2016,Third,Manual,10000.0,First,Petrol,Toyota
14778,Swift Vdi,1248.0,280000.0,2009,Third,Manual,120000.0,Third,Diesel,Maruti
14779,KWID 1.0,999.0,195000.0,2017,Third,Manual,80000.0,First,Petrol,Renault
14780,Carens Prestige,1497.0,1125000.0,2022,Third,Manual,10000.0,First,Petrol,Kia
14781,Ecosport 1.5,1498.0,550000.0,2016,Third,Manual,40000.0,First,Diesel,Ford
14782,City 1.5,1497.0,180000.0,2009,Third,Manual,120000.0,Second,Petrol,Honda
14783,Cruze LTZ,1998.0,535000.0,2015,Third,Automatic,60000.0,First,Diesel,Chevrolet
14784,Swift Dzire,1197.0,410000.0,2016,Third,Manual,80000.0,Second,Petrol,Maruti
14785,Scorpio Intelli,2179.0,760000.0,2017,Third,Manual,50000.0,First,Diesel,Mahindra
14786,Thar CRDe,2498.0,650000.0,2017,Third,Manual,30000.0,Second,Diesel,Mahindra
14787,Aura SX,1197.0,586000.0,2020,Third,Manual,50000.0,First,Petrol,Hyundai
14788,Ritz VDi,1248.0,210000.0,2012,Third,Manual,120000.0,Third,Diesel,Maruti
14789,Baleno 1.2,1197.0,550000.0,2017,Third,Manual,70000.0,First,Petrol,Maruti
14790,Sumo Gold,2956.0,300000.0,2014,Third,Manual,120000.0,First,Diesel,Tata
14791,i20 1.4,1396.0,430000.0,2017,Third,Manual,70000.0,Second,Diesel,Hyundai
14792,Wagon R,998.0,580000.0,2021,Third,Manual,10000.0,First,CNG,Maruti
14793,Xcent 1.2,1186.0,590000.0,2019,Third,Manual,50000.0,First,Diesel,Hyundai
14794,Swift Dzire,1197.0,670000.0,2020,Third,Manual,60000.0,First,Petrol,Maruti
14795,Swift Dzire,1197.0,400000.0,2013,Third,Manual,100000.0,First,Petrol,Maruti
14796,Hector Plus,1451.0,1950000.0,2021,Third,Automatic,20000.0,First,Petrol,MG
14797,KWID 1.0,999.0,541000.0,2022,Third,Manual,10000.0,First,Petrol,Renault
14798,KWID 1.0,999.0,280000.0,2018,Third,Manual,50000.0,First,Petrol,Renault
14799,Swift Dzire,1248.0,570000.0,2018,Third,Manual,80000.0,First,Diesel,Maruti
14800,EON Era,814.0,215000.0,2016,Third,Manual,50000.0,Third,Petrol,Hyundai
14801,Grand i10,1197.0,320000.0,2014,Third,Manual,60000.0,Third,Petrol,Hyundai
14802,3 Series,1995.0,525000.0,2011,Third,Automatic,120000.0,Second,Diesel,BMW
14803,Innova 2.5,2494.0,350000.0,2009,Third,Manual,120000.0,Second,Diesel,Toyota
14804,Wagon R,998.0,365000.0,2018,Third,Manual,20000.0,First,Petrol,Maruti
14805,Vitara Brezza,1248.0,650000.0,2017,Third,Manual,40000.0,First,Diesel,Maruti
14806,Xcent 1.2,1197.0,325000.0,2015,Third,Manual,80000.0,First,Petrol,Hyundai
14807,SX4 S,1248.0,750000.0,2018,Third,Manual,20000.0,First,Diesel,Maruti
14808,Amaze VX,1498.0,340000.0,2014,Third,Manual,40000.0,First,Diesel,Honda
14809,Compass 2.0,1956.0,1300000.0,2018,Third,Manual,60000.0,First,Diesel,Jeep
14810,Sonet GTX,1493.0,1200000.0,2021,Third,Manual,50000.0,First,Diesel,Kia
14811,Swift Dzire,1197.0,450000.0,2016,Third,Manual,40000.0,First,Petrol,Maruti
14812,Wagon R,998.0,300000.0,2014,Third,Manual,50000.0,Second,Petrol,Maruti
14813,Vitara Brezza,1248.0,600000.0,2016,Third,Manual,50000.0,First,Diesel,Maruti
14814,Grand i10,1120.0,250000.0,2016,Third,Manual,110000.0,Second,Diesel,Hyundai
14815,Verna S,1497.0,1100000.0,2021,Third,Manual,10000.0,First,Petrol,Hyundai
14816,Verna 1.6,1582.0,725000.0,2017,Third,Manual,60000.0,First,Diesel,Hyundai
14817,Tigor XZ,1199.0,580000.0,2020,Third,Manual,30000.0,First,Petrol,Tata
14818,XUV500 W8,2179.0,440000.0,2013,Third,Manual,120000.0,Second,Diesel,Mahindra
14819,C-Class Progressive,1950.0,3900000.0,2020,Third,Automatic,40000.0,First,Petrol,Mercedes-Benz
14820,City i,1498.0,410000.0,2014,Third,Manual,90000.0,Second,Diesel,Honda
14821,Figo Diesel,1399.0,200000.0,2012,Third,Manual,80000.0,Second,Diesel,Ford
14822,City CNG,1497.0,450000.0,2013,Third,Manual,80000.0,First,CNG,Honda
14823,A6 2.0,1968.0,1300000.0,2014,Third,Automatic,80000.0,Second,Diesel,Audi
14824,Wagon R,998.0,270000.0,2013,Third,Manual,120000.0,First,CNG,Maruti
14825,Swift VDI,1248.0,440000.0,2016,Third,Manual,70000.0,First,Diesel,Maruti
14826,Wagon R,998.0,280000.0,2015,Third,Manual,80000.0,Second,CNG,Maruti
14827,Amaze VX,1498.0,650000.0,2019,Third,Manual,70000.0,First,Diesel,Honda
14828,Thar LX,2184.0,1780000.0,2022,Third,Automatic,30000.0,First,Diesel,Mahindra
14829,Scorpio EX,2523.0,300000.0,2013,Third,Manual,90000.0,Second,Diesel,Mahindra
14830,Ciaz Alpha,1462.0,850000.0,2019,Third,Manual,80000.0,First,Petrol,Maruti
14831,i20 Era,1197.0,250000.0,2013,Third,Manual,70000.0,First,Petrol,Hyundai
14832,Creta 1.4,1396.0,850000.0,2017,Third,Manual,80000.0,First,Diesel,Hyundai
14833,Innova Crysta,2393.0,1700000.0,2019,Third,Manual,50000.0,First,Diesel,Toyota
14834,Aveo U-VA,1150.0,75000.0,2009,Third,Manual,90000.0,Second,Petrol,Chevrolet
14835,XUV500 W4,2179.0,850000.0,2013,Third,Manual,70000.0,First,Diesel,Mahindra
14836,XL6 Zeta,1462.0,1250000.0,2022,Third,Automatic,20000.0,Second,Petrol,Maruti
14837,i10 Magna,1086.0,240000.0,2013,Third,Manual,120000.0,Second,Petrol,Hyundai
14838,Thar LX,1997.0,1700000.0,2022,Third,Automatic,20000.0,First,Petrol,Mahindra
14839,Indica Quadrajet,1248.0,160000.0,2012,Third,Manual,60000.0,Second,Diesel,Tata
14840,Wagon R,998.0,200000.0,2016,Third,Manual,120000.0,Second,CNG,Maruti
14841,Manza Aura,1248.0,170000.0,2011,Third,Manual,120000.0,Second,Diesel,Tata
14842,EON D,814.0,210000.0,2016,Third,Manual,60000.0,Third,Petrol,Hyundai
14843,Sunny XL,1498.0,260000.0,2014,Third,Manual,80000.0,First,Petrol,Nissan
14844,City S,1497.0,412000.0,2013,Third,Manual,60000.0,First,Petrol,Honda
14845,Alto 800,796.0,220000.0,2016,Third,Manual,100000.0,First,Petrol,Maruti
14846,XC60 Inscription,1969.0,4000000.0,2019,Third,Automatic,50000.0,First,Diesel,Volvo
14847,Tucson 2.0,1995.0,1250000.0,2018,Third,Automatic,80000.0,Second,Diesel,Hyundai
14848,EON Era,814.0,199000.0,2013,Third,Manual,60000.0,Second,Petrol,Hyundai
14849,Q3 2.0,1968.0,1300000.0,2013,Third,Automatic,100000.0,Second,Diesel,Audi
14850,Innova Crysta,2393.0,2050000.0,2021,Third,Automatic,40000.0,First,Diesel,Toyota
14851,Tigor EV,,1300000.0,2022,Third,Automatic,30000.0,First,Electric,Tata
14852,A4 2.0,1968.0,750000.0,2014,Third,Automatic,90000.0,First,Diesel,Audi
14853,Grand i10,1120.0,360000.0,2014,Third,Manual,70000.0,First,Diesel,Hyundai
14854,Zen Estilo,998.0,75000.0,2008,Third,Manual,60000.0,Third,Petrol,Maruti
14855,Q5 2.0,1968.0,1200000.0,2014,Third,Automatic,150000.0,First,Diesel,Audi
14856,Wagon R,1061.0,75000.0,2008,Third,Manual,30000.0,First,Petrol,Maruti
14857,Swift VVT,1197.0,356000.0,2014,Third,Manual,120000.0,First,Petrol,Maruti
14858,Altroz XZ,1199.0,650000.0,2020,Third,Manual,60000.0,First,Petrol,Tata
14859,Santro Xing,1086.0,150000.0,2010,Third,Manual,110000.0,Third,Petrol,Hyundai
14860,Ertiga Tour,1462.0,1000000.0,2021,Third,Manual,40000.0,First,CNG,Maruti
14861,Xcent 1.2,1197.0,430000.0,2017,Third,Manual,70000.0,Second,Petrol,Hyundai
14862,KUV 100,1198.0,250000.0,2016,Third,Manual,110000.0,First,Diesel,Mahindra
14863,KWID 1.0,999.0,315000.0,2017,Third,Automatic,40000.0,First,Petrol,Renault
14864,E-Class 280,2997.0,300000.0,2007,Third,Automatic,60000.0,First,Petrol,Mercedes-Benz
14865,Grand i10,1197.0,780000.0,2022,Third,Manual,10000.0,First,CNG,Hyundai
14866,Creta 1.6,1582.0,850000.0,2016,Third,Manual,110000.0,Second,Diesel,Hyundai
14867,Fluence Diesel,1461.0,350000.0,2012,Third,Manual,110000.0,Second,Diesel,Renault
14868,Duster 85PS,1461.0,375000.0,2015,Third,Manual,80000.0,First,Diesel,Renault
14869,D-Max High,2499.0,2001000.0,2019,Third,Manual,40000.0,First,Diesel,Isuzu
14870,Swift LXI,1197.0,330000.0,2013,Third,Manual,50000.0,Second,Petrol,Maruti
14871,Vento 1.5,1498.0,400000.0,2011,Third,Manual,120000.0,Fourth,Diesel,Volkswagen
14872,Figo Petrol,1196.0,190000.0,2011,Third,Manual,100000.0,Second,Petrol,Ford
14873,Accent Executive,1495.0,100000.0,2009,Third,Manual,60000.0,First,CNG,Hyundai
14874,Duster Adventure,1461.0,410000.0,2015,Third,Manual,110000.0,First,Diesel,Renault
14875,A-Star AT,998.0,200000.0,2011,Third,Automatic,30000.0,Second,Petrol,Maruti
14876,Scorpio S11,2179.0,1520000.0,2020,Third,Manual,30000.0,First,Diesel,Mahindra
14877,Grand i10,1186.0,550000.0,2018,Third,Manual,40000.0,First,Diesel,Hyundai
14878,Scala RxL,1498.0,300000.0,2015,Third,Manual,50000.0,First,Petrol,Renault
14879,City i-VTEC,1497.0,1000000.0,2019,Third,Manual,30000.0,First,Petrol,Honda
14880,New Safari,2179.0,365000.0,2014,Third,Manual,90000.0,First,Diesel,Tata
14881,Xcent 1.1,1120.0,230000.0,2014,Third,Manual,90000.0,First,Diesel,Hyundai
14882,Jazz 1.5,1498.0,350000.0,2015,Third,Manual,120000.0,First,Diesel,Honda
14883,Baleno 1.2,1197.0,500000.0,2018,Third,Manual,60000.0,First,Petrol,Maruti
14884,Swift LDI,1248.0,400000.0,2016,Third,Manual,120000.0,First,Diesel,Maruti
14885,Santro Xing,1086.0,225000.0,2013,Third,Manual,50000.0,Second,CNG,Hyundai
14886,Figo 1.2P,1196.0,480000.0,2019,Third,Manual,40000.0,First,Petrol,Ford
14887,KWID RXT,799.0,215000.0,2016,Third,Manual,90000.0,First,Petrol,Renault
14888,Ecosport 1.5,1498.0,470000.0,2014,Third,Manual,40000.0,First,Diesel,Ford
14889,Swift Dzire,1248.0,360000.0,2016,Third,Manual,110000.0,First,Diesel,Maruti
14890,A6 35,1968.0,1570000.0,2015,Third,Automatic,60000.0,First,Diesel,Audi
14891,Alto 800,796.0,200000.0,2014,Third,Manual,90000.0,First,CNG,Maruti
14892,XUV500 W8,2179.0,590000.0,2015,Third,Manual,100000.0,First,Diesel,Mahindra
14893,Brio S,1198.0,280000.0,2013,Third,Manual,80000.0,Third,Petrol,Honda
14894,Vitara Brezza,1248.0,800000.0,2019,Third,Manual,70000.0,First,Diesel,Maruti
14895,Wagon R,998.0,40000.0,2005,Third,Manual,120000.0,First,Petrol,Maruti
14896,Swift Dzire,1197.0,400000.0,2015,Third,Manual,150000.0,Second,Petrol,Maruti
14897,TUV 300,1493.0,550000.0,2016,Third,Manual,70000.0,First,Diesel,Mahindra
14898,Etios Liva,1364.0,280000.0,2014,Third,Manual,80000.0,First,Diesel,Toyota
14899,Innova Crysta,2755.0,1700000.0,2018,Third,Automatic,100000.0,First,Diesel,Toyota
14900,Innova Crysta,2755.0,1475000.0,2018,Third,Automatic,70000.0,First,Diesel,Toyota
14901,Swift Dzire,1197.0,850000.0,2022,Third,Automatic,20000.0,First,Petrol,Maruti
14902,City i,1498.0,260000.0,2014,Third,Manual,100000.0,Second,Diesel,Honda
14903,Jazz Basic,1198.0,145000.0,2009,Third,Manual,100000.0,First,Petrol,Honda
14904,Rapid 1.0,999.0,1100000.0,2020,Third,Manual,40000.0,First,Petrol,Skoda
14905,Verna CRDi,1582.0,775000.0,2017,Third,Automatic,90000.0,First,Diesel,Hyundai
14906,Amaze SX,1498.0,320000.0,2014,Third,Manual,60000.0,First,Diesel,Honda
14907,GLA Class,1991.0,2100000.0,2019,Third,Automatic,120000.0,First,Petrol,Mercedes-Benz
14908,Vitara Brezza,1462.0,735000.0,2020,Third,Manual,20000.0,First,Petrol,Maruti
14909,Verna SX,1493.0,1350000.0,2021,Third,Automatic,30000.0,First,Diesel,Hyundai
14910,Beat Diesel,936.0,125000.0,2012,Third,Manual,150000.0,Second,Diesel,Chevrolet
14911,Amaze S,1199.0,680000.0,2021,Third,Automatic,30000.0,Third,Petrol,Honda
14912,Ecosport 1.5,1498.0,450000.0,2017,Third,Manual,120000.0,First,Diesel,Ford
14913,City i,1497.0,620000.0,2016,Third,Automatic,30000.0,Third,Petrol,Honda
14914,Baleno 1.2,1197.0,430000.0,2016,Third,Automatic,30000.0,Third,Petrol,Maruti
14915,XUV500 W6,2179.0,593000.0,2013,Third,Manual,120000.0,Third,Diesel,Mahindra
14916,Brio S,1198.0,300000.0,2012,Third,Manual,70000.0,Fourth,Petrol,Honda
14917,XUV500 W6,1997.0,750000.0,2016,Third,Manual,80000.0,First,Diesel,Mahindra
14918,Vitara Brezza,1248.0,581000.0,2016,Third,Manual,80000.0,First,Diesel,Maruti
14919,Figo Diesel,1399.0,190000.0,2014,Third,Manual,80000.0,Second,Diesel,Ford
14920,Brio 1.2,1198.0,260000.0,2016,Third,Manual,70000.0,Third,Petrol,Honda
14921,Micra XE,1198.0,105000.0,2010,Third,Manual,100000.0,First,Petrol,Nissan
14922,Swift Dzire,1197.0,450000.0,2018,Third,Manual,100000.0,First,CNG,Maruti
14923,Ritz ZXi,1197.0,250000.0,2013,Third,Manual,60000.0,Second,Petrol,Maruti
14924,i10 Era,1086.0,255000.0,2013,Third,Manual,30000.0,First,Petrol,Hyundai
14925,EON Sportz,814.0,330000.0,2019,Third,Manual,60000.0,First,Petrol,Hyundai
14926,Xcent Prime,1197.0,380000.0,2017,Third,Manual,120000.0,Second,CNG,Hyundai
14927,Bolero DI,2523.0,350000.0,2013,Third,Manual,80000.0,Third,Diesel,Mahindra
14928,i20 1.2,1197.0,275000.0,2011,Third,Manual,70000.0,Second,Petrol,Hyundai
14929,Fabia 1.2,1198.0,99000.0,2009,Third,Manual,80000.0,Fifth,Petrol,Skoda
14930,GLE 350d,2987.0,4000000.0,2017,Third,Automatic,30000.0,First,Diesel,Mercedes-Benz
14931,City i,1497.0,660000.0,2016,Third,Automatic,70000.0,Second,Petrol,Honda
14932,Swift Dzire,1197.0,480000.0,2015,Third,Manual,90000.0,First,Petrol,Maruti
14933,XUV300 W8,1197.0,950000.0,2019,Third,Manual,110000.0,First,Petrol,Mahindra
14934,Swift Dzire,1248.0,420000.0,2015,Third,Manual,70000.0,First,Diesel,Maruti
14935,Ertiga VXI,1373.0,600000.0,2013,Third,Manual,80000.0,Second,Petrol,Maruti
14936,Corolla Altis,1798.0,350000.0,2010,Third,Manual,20000.0,First,Petrol,Toyota
14937,Venue S,1197.0,775000.0,2021,Third,Manual,30000.0,Second,Petrol,Hyundai
14938,Grand i10,1197.0,315000.0,2015,Third,Manual,90000.0,First,Petrol,Hyundai
14939,Grand i10,1197.0,325000.0,2015,Third,Manual,90000.0,First,Petrol,Hyundai
14940,Venue SX,998.0,850000.0,2019,Third,Automatic,50000.0,Second,Petrol,Hyundai
14941,Swift ZDi,1248.0,425000.0,2014,Third,Manual,110000.0,First,Diesel,Maruti
14942,Bolero SLX,2523.0,480000.0,2014,Third,Manual,120000.0,Second,Diesel,Mahindra
14943,Harrier XZ,1956.0,1400000.0,2019,Third,Manual,30000.0,First,Diesel,Tata
14944,Altroz XZ,1199.0,750000.0,2021,Third,Manual,20000.0,First,Petrol,Tata
14945,Etios 1.5,1496.0,490000.0,2018,Third,Manual,60000.0,First,Petrol,Toyota
14946,Ignis 1.2,1197.0,500000.0,2019,Third,Manual,40000.0,First,Petrol,Maruti
14947,Celerio X,998.0,450000.0,2018,Third,Automatic,40000.0,First,Petrol,Maruti
14948,Compass 2.0,1956.0,1000000.0,2017,Third,Manual,70000.0,Second,Diesel,Jeep
14949,Fortuner 4x2,2982.0,1350000.0,2013,Third,Automatic,70000.0,Second,Diesel,Toyota
14950,Wagon R,998.0,250000.0,2016,Third,Manual,70000.0,Second,Petrol,Maruti
14951,Duster 110PS,1461.0,320000.0,2013,Third,Manual,120000.0,Third,Diesel,Renault
14952,Civic 1.8,1799.0,210000.0,2009,Third,Manual,100000.0,Third,Petrol,Honda
14953,Grand i10,1120.0,310000.0,2014,Third,Manual,120000.0,First,Diesel,Hyundai
14954,Tigor XZ,1199.0,650000.0,2020,Third,Manual,60000.0,First,Petrol,Tata
14955,XL6 Zeta,1462.0,950000.0,2020,Third,Manual,30000.0,Second,Petrol,Maruti
14956,Beat LS,1199.0,170000.0,2011,Third,Manual,70000.0,Second,Petrol,Chevrolet
14957,Rover Range,1999.0,4550000.0,2018,Third,Automatic,50000.0,First,Diesel,Land-Rover
14958,Baleno 1.3,1248.0,490000.0,2017,Third,Manual,80000.0,Second,Diesel,Maruti
14959,Corolla Altis,1364.0,260000.0,2010,Third,Manual,120000.0,Third,Diesel,Toyota
14960,Wagon R,998.0,250000.0,2013,Third,Manual,90000.0,Second,CNG,Maruti
14961,5 Series,1995.0,1299000.0,2015,Third,Automatic,120000.0,Third,Diesel,BMW
14962,Swift VXI,1197.0,550000.0,2020,Third,Manual,60000.0,First,Petrol,Maruti
14963,City i,1497.0,640000.0,2016,Third,Automatic,70000.0,Second,Petrol,Honda
14964,City i,1498.0,380000.0,2014,Third,Manual,100000.0,Second,Diesel,Honda
14965,XL6 Zeta,1462.0,900000.0,2020,Third,Manual,40000.0,Second,Petrol,Maruti
14966,TUV 300,1493.0,825000.0,2018,Third,Manual,70000.0,First,Diesel,Mahindra
14967,Creta 1.4,1396.0,650000.0,2016,Third,Manual,90000.0,First,Diesel,Hyundai
14968,Santro Xing,1086.0,120000.0,2012,Third,Manual,80000.0,Third,Petrol,Hyundai
14969,Seltos GTX,1353.0,1890000.0,2022,Third,Automatic,30000.0,First,Petrol,Kia
14970,C-Class C,1796.0,1100000.0,2014,Third,Automatic,80000.0,Third,Petrol,Mercedes-Benz
14971,XUV300 W8,1197.0,1121000.0,2020,Third,Manual,30000.0,First,Petrol,Mahindra
14972,Tiago XT,1199.0,580000.0,2021,Third,Manual,30000.0,First,Petrol,Tata
14973,Venue S,1197.0,785000.0,2021,Third,Manual,30000.0,Second,Petrol,Hyundai
14974,Santa Fe,2199.0,970000.0,2014,Third,Automatic,70000.0,First,Diesel,Hyundai
14975,Ecosport 1.5,1499.0,500000.0,2015,Third,Automatic,100000.0,First,Petrol,Ford
14976,Alto LXi,796.0,125000.0,2012,Third,Manual,90000.0,First,Petrol,Maruti
14977,Jazz 1.2,1199.0,550000.0,2017,Third,Manual,60000.0,First,Petrol,Honda
14978,Santro Xing,1086.0,90000.0,2010,Third,Manual,120000.0,Second,CNG,Hyundai
14979,Nexon XM,1199.0,825000.0,2022,Third,Manual,20000.0,First,Petrol,Tata
14980,WR-V i-VTEC,1199.0,650000.0,2017,Third,Manual,60000.0,First,Petrol,Honda
14981,XUV500 AT,2179.0,1100000.0,2018,Third,Automatic,50000.0,First,Diesel,Mahindra
14982,i20 1.2,1197.0,140000.0,2010,Third,Manual,120000.0,First,Petrol,Hyundai
14983,Swift Dzire,1248.0,340000.0,2014,Third,Manual,120000.0,Third,Diesel,Maruti
14984,Triber RXZ,999.0,720000.0,2020,Third,Manual,80000.0,First,Petrol,Renault
14985,Alto K10,998.0,250000.0,2016,Third,Manual,120000.0,First,Petrol,Maruti
14986,SX4 Vxi,1586.0,151000.0,2010,Third,Manual,120000.0,First,Petrol,Maruti
14987,City i,1497.0,575000.0,2014,Third,Automatic,80000.0,Second,Petrol,Honda
14988,Baleno Delta,1197.0,800000.0,2022,Third,Manual,20000.0,First,Petrol,Maruti
14989,i10 Era,1086.0,180000.0,2010,Third,Manual,100000.0,Second,Petrol,Hyundai
14990,Alcazar Platinum,1493.0,2085000.0,2022,Third,Automatic,50000.0,First,Diesel,Hyundai
14991,Wagon R,998.0,650000.0,2023,Third,Manual,10000.0,First,CNG,Maruti
14992,Ecosport 1.5,1499.0,350000.0,2014,Third,Manual,40000.0,First,Petrol,Ford
14993,Wagon R,998.0,160000.0,2011,Third,Manual,120000.0,Second,CNG,Maruti
14994,Grand i10,1197.0,450000.0,2017,Third,Manual,70000.0,First,Petrol,Hyundai
14995,Ritz LXi,1197.0,200000.0,2012,Third,Manual,80000.0,Third,Petrol,Maruti
14996,Corolla Altis,1798.0,1000000.0,2016,Third,Manual,10000.0,First,Petrol,Toyota
14997,Bolero SLE,2523.0,700000.0,2019,Third,Manual,30000.0,First,Diesel,Mahindra
14998,Swift Lxi,1298.0,80000.0,2009,Third,Manual,120000.0,Second,Petrol,Maruti
14999,City i,1498.0,550000.0,2016,Third,Manual,120000.0,First,Diesel,Honda
15000,Grand i10,1186.0,590000.0,2019,Third,Manual,110000.0,First,Diesel,Hyundai
15001,Scorpio S2,2523.0,600000.0,2015,Third,Manual,120000.0,First,Diesel,Mahindra
15002,KWID 1.0,999.0,310000.0,2018,Third,Automatic,50000.0,Third,Petrol,Renault
15003,Swift Dzire,1248.0,550000.0,2015,Third,Manual,70000.0,Second,Diesel,Maruti
15004,Pajero Sport,2477.0,845000.0,2014,Third,Manual,110000.0,First,Diesel,Mitsubishi
15005,Vitara Brezza,1248.0,550000.0,2017,Third,Manual,50000.0,First,Diesel,Maruti
15006,Alto 800,796.0,157000.0,2015,Third,Manual,50000.0,First,Petrol,Maruti
15007,Accent GLX,1495.0,150000.0,2009,Third,Manual,80000.0,First,Petrol,Hyundai
15008,Ciaz ZDi,1248.0,505000.0,2016,Third,Manual,70000.0,First,Diesel,Maruti
15009,City 1.5,1497.0,395000.0,2012,Third,Automatic,100000.0,First,Petrol,Honda
15010,XUV500 AT,1997.0,1025000.0,2017,Third,Automatic,90000.0,First,Diesel,Mahindra
15011,i20 Asta,1197.0,990000.0,2022,Third,Manual,10000.0,First,Petrol,Hyundai
15012,i10 Magna,1197.0,170000.0,2011,Third,Manual,80000.0,Second,Petrol,Hyundai
15013,Xcent 1.2,1197.0,350000.0,2014,Third,Manual,70000.0,Second,Petrol,Hyundai
15014,Swift Dzire,1298.0,160000.0,2011,Third,Manual,110000.0,First,Petrol,Maruti
15015,Beat LS,1199.0,100000.0,2011,Third,Manual,50000.0,Second,Petrol,Chevrolet
15016,i10 Sportz,1197.0,275000.0,2012,Third,Manual,70000.0,Second,Petrol,Hyundai
15017,EON 1.0,998.0,300000.0,2016,Third,Manual,40000.0,First,Petrol,Hyundai
15018,Triber RXZ,999.0,600000.0,2019,Third,Manual,40000.0,First,Petrol,Renault
15019,Amaze VX,1199.0,850000.0,2022,Third,Manual,40000.0,First,Petrol,Honda
15020,XUV500 W6,2179.0,550000.0,2015,Third,Manual,90000.0,Second,Diesel,Mahindra
15021,Swift ZDI,1248.0,450000.0,2015,Third,Manual,70000.0,Third,Diesel,Maruti
15022,Thar LX,1997.0,1400000.0,2020,Third,Automatic,50000.0,First,Petrol,Mahindra
15023,Wagon R,1197.0,590000.0,2022,Third,Manual,10000.0,First,Petrol,Maruti
15024,i10 Era,1086.0,230000.0,2015,Third,Manual,60000.0,Second,Petrol,Hyundai
15025,Innova Crysta,2393.0,1435000.0,2018,Third,Manual,50000.0,First,Diesel,Toyota
15026,NuvoSport N6,1493.0,450000.0,2017,Third,Automatic,80000.0,Second,Diesel,Mahindra
15027,Creta S,1497.0,1358000.0,2020,Third,Manual,30000.0,Second,Petrol,Hyundai
15028,Eeco 7,1196.0,450000.0,2020,Third,Manual,100000.0,First,Petrol,Maruti
15029,New Accord,2354.0,400000.0,2011,Third,Automatic,70000.0,Third,Petrol,Honda
15030,Swift VXI,1197.0,600000.0,2018,Third,Manual,30000.0,First,Petrol,Maruti
15031,Swift Dzire,1248.0,350000.0,2014,Third,Manual,90000.0,First,Diesel,Maruti
15032,SX4 Green,1586.0,300000.0,2012,Third,Manual,100000.0,Third,CNG,Maruti
