,full_name,engine_capacity,resale_price,registered_year,insurance,transmission_type,kms_driven,owner_type,fuel_type,brand
3074,Wagon R,998.0,250000.0,2011,First,Manual,35000.0,First,Petrol,Maruti
3075,Seltos HTK,1497.0,1400000.0,2023,First,Automatic,8700.0,First,Diesel,Kia
3076,Seltos HTX,1497.0,1400000.0,2023,First,Manual,7520.0,First,Petrol,Kia
3077,XJ 50,2993.0,5500000.0,2019,Third,Automatic,20000.0,Second,Diesel,Jaguar
3078,Venue S,1197.0,775000.0,2022,Third,Manual,25300.0,First,Petrol,Hyundai
3079,New Accord,2354.0,431000.0,2011,Third,Automatic,49000.0,First,Petrol,Honda
3080,XC60 Inscription,1969.0,4900000.0,2020,Third,Automatic,19500.0,Second,Diesel,Volvo
3081,Q3 35,1968.0,2200000.0,2019,Third,Automatic,20500.0,Second,Diesel,Audi
3082,Wagon R,998.0,485000.0,2021,First,Manual,35000.0,First,Petrol,Maruti
3083,City i-VTEC,1497.0,775000.0,2019,First,Manual,48384.0,First,Petrol,Honda
3084,Wagon R,998.0,450000.0,2019,First,Manual,15000.0,First,Petrol,Maruti
3085,Grand i10,1197.0,435000.0,2019,Third,Manual,3900.0,First,Petrol,Hyundai
3086,Wagon R,998.0,350000.0,2018,First,Manual,30000.0,First,Petrol,Maruti
3087,S-Presso VXI,998.0,430000.0,2021,First,Manual,7000.0,First,Petrol,Maruti
3088,Scorpio N,2198.0,2299000.0,2022,Third,Automatic,23400.0,First,Diesel,Mahindra
3089,Brio EX,1198.0,225000.0,2013,Third,Manual,41424.0,Second,Petrol,Honda
3090,Ertiga VXI,1462.0,950000.0,2021,First,Manual,15885.0,First,Petrol,Maruti
3091,Creta 1.6,1591.0,930000.0,2019,First,Manual,23303.0,Second,Petrol,Hyundai
3092,City 1.5,1497.0,235000.0,2010,First,Manual,47114.0,Second,Petrol,Honda
3093,i20 1.2,1197.0,220000.0,2011,Third,Manual,48072.0,Second,Petrol,Hyundai
3094,Vitara Brezza,1248.0,775000.0,2018,First,Automatic,32000.0,First,Diesel,Maruti
3095,Bolero SLX,2523.0,400000.0,2014,First,Manual,52300.0,First,Diesel,Mahindra
3096,Ecosport 1.5,1498.0,329000.0,2013,First,Manual,65200.0,First,Diesel,Ford
3098,Xylo D2,2489.0,290000.0,2014,First,Manual,59800.0,Third,Diesel,Mahindra
3099,Vitara Brezza,1248.0,725000.0,2018,First,Manual,40722.0,First,Diesel,Maruti
3100,Mobilio V,1497.0,475000.0,2015,First,Manual,38170.0,First,Petrol,Honda
3101,Swift Dzire,1197.0,575000.0,2018,First,Manual,29836.0,Second,Petrol,Maruti
3102,Fortuner 3.0,2982.0,960000.0,2011,First,Manual,85352.0,First,Diesel,Toyota
3103,Celerio X,998.0,450000.0,2019,First,Automatic,28689.0,First,Petrol,Maruti
3104,Santro Xing,1086.0,155000.0,2010,Third,Manual,60020.0,First,Petrol,Hyundai
3105,Ertiga BSIV,1373.0,565000.0,2015,Third,Manual,31244.0,Second,Petrol,Maruti
3106,Amaze SX,1198.0,365000.0,2014,First,Manual,32000.0,First,Petrol,Honda
3107,Swift Dzire,1248.0,370000.0,2013,First,Manual,32000.0,Second,Diesel,Maruti
3108,i10 Sportz,1197.0,185000.0,2010,Third,Manual,57000.0,Second,Petrol,Hyundai
3109,Rapid 1.6,1598.0,355000.0,2014,Third,Manual,65000.0,First,Diesel,Skoda
3110,EON Era,814.0,166000.0,2013,First,Manual,42500.0,First,Petrol,Hyundai
3111,i20 1.2,1197.0,159000.0,2010,First,Manual,47500.0,First,Petrol,Hyundai
3112,Swift VXI,1197.0,620000.0,2021,First,Manual,11590.0,First,Petrol,Maruti
3113,Ecosport 1.5,1496.0,510000.0,2016,First,Manual,37833.0,Second,Petrol,Ford
3114,Compass 2.0,1956.0,1170000.0,2017,First,Manual,55330.0,First,Diesel,Jeep
3115,Figo Petrol,1196.0,165000.0,2010,First,Manual,41232.0,First,Petrol,Ford
3116,Venue SX,998.0,970000.0,2021,First,Manual,8126.0,First,Petrol,Hyundai
3117,Wagon R,1197.0,490000.0,2020,First,Manual,4022.0,First,Petrol,Maruti
3118,i20 Magna,1396.0,280000.0,2013,First,Manual,51321.0,First,Diesel,Hyundai
3119,City i-VTEC,1497.0,850000.0,2018,First,Manual,35200.0,First,Petrol,Honda
3120,City VX,1497.0,600000.0,2015,Third,Manual,18255.0,First,Petrol,Honda
3121,Brio S,1198.0,300000.0,2014,Third,Manual,51463.0,First,Petrol,Honda
3122,Amaze V,1199.0,600000.0,2019,Third,Manual,28546.0,First,Petrol,Honda
3123,Brio S,1198.0,199000.0,2013,Third,Manual,68943.0,First,Petrol,Honda
3124,Brio S,1198.0,335000.0,2014,Third,Manual,47183.0,First,Petrol,Honda
3125,City i,1497.0,525000.0,2016,First,Manual,27460.0,First,Petrol,Honda
3126,Swift VXI,1197.0,299000.0,2014,First,Manual,45000.0,First,Petrol,Maruti
3127,Polo 1.2,1198.0,299000.0,2014,First,Manual,45000.0,First,Petrol,Volkswagen
3128,Celerio VXI,998.0,325000.0,2017,First,Manual,28000.0,First,Petrol,Maruti
3129,Creta E,1493.0,1049000.0,2021,First,Manual,19000.0,First,Diesel,Hyundai
3130,Ritz ZXI,1197.0,160000.0,2010,Third,Manual,45465.0,Second,Petrol,Maruti
3131,i20 Active,1197.0,549000.0,2017,First,Manual,40440.0,First,Petrol,Hyundai
3132,Scorpio N,2198.0,2200000.0,2022,First,Automatic,12647.0,First,Diesel,Mahindra
3133,E-Class Exclusive,1950.0,5300000.0,2020,First,Automatic,17838.0,First,Diesel,Mercedes-Benz
3134,Ertiga SHVS,1248.0,625000.0,2016,Third,Manual,55000.0,First,Diesel,Maruti
3135,City i-VTEC,1497.0,725000.0,2018,Third,Automatic,50000.0,First,Petrol,Honda
3136,i20 Sportz,1197.0,299000.0,2014,Third,Manual,50000.0,First,Petrol,Hyundai
3137,Verna 1.6,1591.0,450000.0,2015,First,Manual,74043.0,First,Petrol,Hyundai
3138,Innova Crysta,2393.0,2200000.0,2021,First,Manual,29841.0,First,Diesel,Toyota
3139,Hector Plus,1451.0,1500000.0,2021,First,Automatic,38380.0,First,Petrol,MG
3140,A6 2.0,1968.0,700000.0,2013,First,Automatic,43819.0,First,Diesel,Audi
3141,A4 2.0,1968.0,1000000.0,2014,First,Automatic,86947.0,Second,Diesel,Audi
3142,2 Series,1995.0,3600000.0,2021,First,Automatic,15111.0,First,Diesel,BMW
3143,3 Series,1995.0,2400000.0,2019,First,Automatic,25990.0,Second,Diesel,BMW
3144,Hector Sharp,1451.0,1365000.0,2019,Third,Automatic,32000.0,First,Petrol,MG
3145,Nexon XM,1199.0,825000.0,2021,Third,Manual,25000.0,First,Petrol,Tata
3146,City i,1497.0,699000.0,2017,Third,Manual,47261.0,First,Petrol,Honda
3147,Nexon XM,1199.0,825000.0,2021,Third,Manual,6000.0,First,Petrol,Tata
3148,Alto 800,796.0,340000.0,2020,First,Manual,15664.0,First,Petrol,Maruti
3149,WR-V i-VTEC,1199.0,685000.0,2018,First,Manual,28473.0,First,Petrol,Honda
3150,Altroz XTA,1199.0,749000.0,2022,Third,Automatic,1700.0,First,Petrol,Tata
3151,Slavia 1.5,1498.0,1685000.0,2023,First,Automatic,18000.0,First,Petrol,Skoda
3152,Etios Cross,1197.0,330000.0,2014,First,Manual,19830.0,First,Petrol,Toyota
3153,i10 Sportz,1086.0,255000.0,2015,First,Manual,25097.0,First,Petrol,Hyundai
3154,i20 Sportz,1197.0,750000.0,2022,Third,Manual,17000.0,First,Petrol,Hyundai
3155,Hector Sharp,1956.0,1400000.0,2020,First,Manual,42364.0,First,Diesel,MG
3156,Fortuner 2.8,2755.0,2700000.0,2018,First,Automatic,123153.0,Second,Diesel,Toyota
3157,Scorpio S5,2179.0,1270000.0,2021,First,Manual,55000.0,First,Diesel,Mahindra
3158,Seltos HTX,1497.0,1300000.0,2020,First,Automatic,10372.0,Second,Petrol,Kia
3159,XC60 Inscription,1969.0,4500000.0,2019,Third,Automatic,38200.0,Second,Diesel,Volvo
3160,Mobilio V,1497.0,400000.0,2014,First,Manual,25000.0,First,Petrol,Honda
3161,Grand i10,1197.0,386000.0,2017,First,Manual,45000.0,First,Petrol,Hyundai
3162,Creta SX,1493.0,1599000.0,2022,First,Manual,9000.0,First,Diesel,Hyundai
3163,i20 Asta,1197.0,850000.0,2021,Third,Automatic,2501.0,First,Petrol,Hyundai
3164,GO Plus,1198.0,249000.0,2016,First,Manual,29000.0,First,Petrol,Datsun
3165,Creta 1.6,1582.0,1075000.0,2018,First,Manual,55000.0,First,Diesel,Hyundai
3166,Altroz XZ,1199.0,875000.0,2023,First,Manual,325.0,First,Petrol,Tata
3167,BR-V i-VTEC,1497.0,795000.0,2018,First,Manual,40000.0,First,Petrol,Honda
3168,Grand i10,1197.0,399000.0,2019,Third,Manual,30000.0,First,Petrol,Hyundai
3169,Vitara Brezza,1248.0,550000.0,2016,First,Manual,76165.0,First,Diesel,Maruti
3170,XC40 B4,1969.0,4450000.0,2023,First,Automatic,413.0,First,Petrol,Volvo
3171,XJ 2.0L,1999.0,2600000.0,2015,First,Automatic,85035.0,Fourth,Petrol,Jaguar
3172,City i,1498.0,400000.0,2015,Third,Manual,68000.0,First,Diesel,Honda
3173,Ertiga ZDI,1248.0,850000.0,2018,Third,Manual,62000.0,First,Diesel,Maruti
3174,C-Class C,2143.0,3500000.0,2020,First,Automatic,25910.0,First,Diesel,Mercedes-Benz
3175,Compass 2.0,1956.0,800000.0,2017,First,Manual,54947.0,First,Diesel,Jeep
3176,Carens Luxury,1353.0,1450000.0,2022,First,Manual,29017.0,First,Petrol,Kia
3177,Swift ZXI,1197.0,595000.0,2021,First,Manual,27697.0,First,Petrol,Maruti
3178,i20 1.2,1197.0,598000.0,2020,First,Manual,35772.0,First,Petrol,Hyundai
3179,Polo 1.0,999.0,670000.0,2020,First,Manual,5682.0,First,Petrol,Volkswagen
3180,Xcent 1.2,1197.0,375000.0,2018,First,Manual,24000.0,First,Petrol,Hyundai
3181,Creta SX,1497.0,1435000.0,2022,First,Manual,8800.0,First,Petrol,Hyundai
3182,Vitara Brezza,1462.0,875000.0,2021,First,Manual,30752.0,First,Petrol,Maruti
3183,Triber RXE,999.0,550000.0,2021,First,Manual,2390.0,First,Petrol,Renault
3184,Mobilio S,1497.0,499000.0,2016,Third,Manual,24000.0,First,Petrol,Honda
3185,2 Series,1995.0,3400000.0,2021,Third,Automatic,11700.0,First,Diesel,BMW
3186,Baleno 1.2,1197.0,570000.0,2018,Third,Manual,29000.0,First,Petrol,Maruti
3187,E-Class Exclusive,1950.0,5300000.0,2020,First,Automatic,15000.0,First,Diesel,Mercedes-Benz
3188,Santro Sportz,1086.0,440000.0,2020,First,Manual,22511.0,First,Petrol,Hyundai
3189,Fiesta 1.6,1596.0,198000.0,2010,Third,Manual,23000.0,First,Petrol,Ford
3190,C-Class C,2143.0,899000.0,2011,Third,Automatic,47000.0,First,Diesel,Mercedes-Benz
3191,Superb LK,1798.0,1850000.0,2019,Third,Automatic,54000.0,First,Petrol,Skoda
3192,XUV500 W6,1997.0,670000.0,2016,First,Manual,64986.0,First,Diesel,Mahindra
3193,Indica Terra,1248.0,125000.0,2011,First,Manual,67967.0,First,Diesel,Tata
3194,City i,1498.0,525000.0,2015,Third,Manual,45000.0,First,Diesel,Honda
3195,C3 Puretech,1199.0,595000.0,2022,Third,Manual,20900.0,First,Petrol,Citroen
3196,EON Magna,814.0,211000.0,2013,First,Manual,38000.0,First,Petrol,Hyundai
3197,i10 Magna,1197.0,276000.0,2013,First,Manual,15000.0,First,Petrol,Hyundai
3198,XUV500 W8,2179.0,599000.0,2015,First,Manual,75760.0,First,Diesel,Mahindra
3199,Grand i10,1197.0,425000.0,2018,First,Manual,27119.0,First,Petrol,Hyundai
3200,i20 Asta,1197.0,855000.0,2022,First,Manual,14636.0,First,Petrol,Hyundai
3201,Ecosport 1.5,1498.0,799000.0,2021,First,Manual,51021.0,First,Diesel,Ford
3202,Grand i10,1197.0,365000.0,2017,First,Manual,65117.0,First,Petrol,Hyundai
3203,Seltos X-Line,1353.0,1650000.0,2022,First,Automatic,14635.0,First,Petrol,Kia
3204,Ecosport 1.0,999.0,425000.0,2015,First,Manual,45000.0,First,Petrol,Ford
3205,Ertiga SHVS,1248.0,826000.0,2018,First,Manual,30000.0,First,Diesel,Maruti
3206,Superb Elegance,1798.0,899000.0,2015,First,Automatic,33000.0,First,Petrol,Skoda
3207,Amaze VX,1199.0,475000.0,2018,Third,Manual,22000.0,First,Petrol,Honda
3208,Figo Petrol,1196.0,168000.0,2010,Third,Manual,70000.0,First,Petrol,Ford
3209,Innova 2.5,2494.0,799000.0,2014,First,Manual,55000.0,Second,Diesel,Toyota
3210,5 Series,1995.0,4195000.0,2019,First,Automatic,25000.0,First,Diesel,BMW
3211,Compass 2.0,1956.0,999000.0,2018,First,Manual,42000.0,First,Diesel,Jeep
3212,Verna CRDi,1493.0,160000.0,2009,Third,Manual,61000.0,First,Diesel,Hyundai
3213,Marazzo M8,1497.0,849000.0,2019,Third,Manual,33000.0,First,Diesel,Mahindra
3214,Verna SX,1497.0,1090000.0,2021,First,Automatic,9000.0,Second,Petrol,Hyundai
3215,Alto 800,796.0,265000.0,2017,First,Manual,15000.0,First,Petrol,Maruti
3216,Endeavour Titanium,1996.0,3200000.0,2021,Third,Automatic,32600.0,Second,Diesel,Ford
3217,Polo 1.2,1199.0,435000.0,2018,First,Manual,69013.0,First,Petrol,Volkswagen
3218,Q5 2.0,1968.0,1100000.0,2014,First,Automatic,86331.0,Second,Diesel,Audi
3219,City ZX,1498.0,990000.0,2020,First,Automatic,32000.0,First,Petrol,Honda
3220,Grand i10,1197.0,475000.0,2019,First,Manual,26000.0,First,Petrol,Hyundai
3221,Grand i10,1197.0,395000.0,2017,First,Manual,38000.0,First,Petrol,Hyundai
3222,Xcent 1.2,1197.0,325000.0,2014,First,Manual,38000.0,First,Petrol,Hyundai
3223,Bolero SLE,2523.0,375000.0,2014,Third,Manual,65000.0,First,Diesel,Mahindra
3224,City i,1497.0,595000.0,2017,Third,Manual,44000.0,First,Petrol,Honda
3225,Seltos GTX,1353.0,1200000.0,2020,Third,Automatic,75420.0,First,Petrol,Kia
3226,Seltos GTX,1353.0,1400000.0,2020,First,Automatic,36674.0,First,Petrol,Kia
3227,S-Presso VXi,998.0,475000.0,2022,First,Manual,3926.0,First,Petrol,Maruti
3228,New Accord,2354.0,500000.0,2008,First,Automatic,89398.0,Third,Petrol,Honda
3229,City 1.5,1497.0,199000.0,2009,First,Manual,64000.0,First,Petrol,Honda
3230,i10 Magna,1086.0,279000.0,2016,First,Manual,45000.0,First,Petrol,Hyundai
3231,Grand i10,1197.0,450000.0,2017,First,Manual,6000.0,First,Petrol,Hyundai
3232,Corolla Altis,1798.0,275000.0,2010,First,Manual,70000.0,First,Petrol,Toyota
3233,Baleno 1.3,1248.0,440000.0,2018,First,Manual,64000.0,First,Diesel,Maruti
3234,Corolla Altis,1798.0,625000.0,2014,First,Manual,34000.0,First,Petrol,Toyota
3235,Amaze SX,1198.0,380000.0,2016,First,Manual,50000.0,First,Petrol,Honda
3236,Fiesta 1.6,1596.0,195000.0,2010,First,Manual,28000.0,First,Petrol,Ford
3237,Ciaz 1.4,1373.0,650000.0,2017,First,Automatic,79000.0,First,Petrol,Maruti
3238,Vitara Brezza,1248.0,699000.0,2018,First,Automatic,79000.0,First,Diesel,Maruti
3239,Ciaz VDi,1248.0,550000.0,2017,First,Manual,65000.0,First,Diesel,Maruti
3240,Ertiga SHVS,1248.0,725000.0,2017,First,Manual,48000.0,First,Diesel,Maruti
3241,Vento 1.2,1197.0,650000.0,2017,First,Automatic,54000.0,First,Petrol,Volkswagen
3242,City ZX,1497.0,990000.0,2020,First,Automatic,32000.0,First,Petrol,Honda
3243,Zen Estilo,998.0,113000.0,2010,First,Manual,65151.0,First,Petrol,Maruti
3244,i10 Sportz,1197.0,239000.0,2014,First,Manual,37000.0,First,Petrol,Hyundai
3245,Wagon R,998.0,395000.0,2018,First,Manual,34124.0,First,Petrol,Maruti
3246,Jetta 1.4,1390.0,599000.0,2015,Third,Manual,55000.0,First,Petrol,Volkswagen
3247,Figo Petrol,1196.0,165000.0,2010,Third,Manual,50000.0,First,Petrol,Ford
3248,Creta 1.6,1591.0,925000.0,2018,Third,Manual,53000.0,First,Petrol,Hyundai
3249,WR-V i-VTEC,1199.0,535000.0,2017,First,Manual,55600.0,First,Petrol,Honda
3250,Grand i10,1197.0,486000.0,2019,First,Manual,32000.0,First,Petrol,Hyundai
3251,Wagon R,998.0,425000.0,2018,First,Automatic,35629.0,First,Petrol,Maruti
3252,Seltos GTX,1353.0,1390000.0,2020,First,Manual,43487.0,First,Petrol,Kia
3253,Harrier XZA,1956.0,2175000.0,2023,First,Automatic,7426.0,First,Diesel,Tata
3254,Compass 2.0,1956.0,1650000.0,2021,First,Automatic,49200.0,First,Diesel,Jeep
3255,Compass 2.0,1956.0,1275000.0,2019,First,Manual,38219.0,First,Diesel,Jeep
3256,S60 Cross,2400.0,1980000.0,2018,First,Automatic,66452.0,First,Diesel,Volvo
3257,i20 1.2,1197.0,425000.0,2017,First,Manual,36000.0,First,Petrol,Hyundai
3258,Alturas G4,2157.0,2050000.0,2020,First,Automatic,76187.0,First,Diesel,Mahindra
3259,A6 2.0,1968.0,1475000.0,2014,First,Automatic,34000.0,First,Diesel,Audi
3260,Corolla Altis,1798.0,850000.0,2016,First,Automatic,36000.0,First,Petrol,Toyota
3261,Jazz V,1199.0,440000.0,2015,First,Automatic,32000.0,First,Petrol,Honda
3262,XUV500 R,2179.0,999000.0,2018,First,Manual,68043.0,First,Diesel,Mahindra
3263,Q5 2.0,1968.0,1950000.0,2014,First,Automatic,34000.0,First,Diesel,Audi
3264,3 Series,1995.0,865000.0,2011,First,Automatic,40000.0,First,Diesel,BMW
3265,City i,1498.0,621000.0,2015,First,Manual,41000.0,First,Diesel,Honda
3266,A6 2.0,1968.0,1075000.0,2013,First,Automatic,52000.0,First,Diesel,Audi
3267,i20 1.2,1197.0,200000.0,2010,First,Manual,40000.0,First,Petrol,Hyundai
3268,Vitara Brezza,1248.0,735000.0,2018,First,Manual,30000.0,First,Diesel,Maruti
3269,City i-VTEC,1497.0,925000.0,2021,First,Manual,24000.0,First,Petrol,Honda
3270,Grand i10,1197.0,325000.0,2014,Third,Manual,55000.0,First,Petrol,Hyundai
3271,5 Series,1995.0,5900000.0,2022,Third,Automatic,5700.0,Second,Diesel,BMW
3272,Fiesta 1.5,1498.0,365000.0,2014,First,Manual,46315.0,First,Diesel,Ford
3273,Swift VXI,1197.0,325000.0,2014,Third,Manual,44294.0,Second,Petrol,Maruti
3274,Scorpio S10,2179.0,875000.0,2016,First,Manual,72058.0,Second,Diesel,Mahindra
3275,Grand i10,1197.0,395000.0,2016,Third,Manual,42000.0,First,Petrol,Hyundai
3276,X1 M,1995.0,3650000.0,2020,Third,Automatic,10100.0,First,Diesel,BMW
3277,XUV500 W10,1997.0,700000.0,2016,Third,Manual,51000.0,First,Diesel,Mahindra
3278,Rapid 1.6,1598.0,825000.0,2019,First,Automatic,19315.0,First,Petrol,Skoda
3279,Slavia 1.0,999.0,1095000.0,2022,Third,Manual,14200.0,,Petrol,Skoda
3280,Compass 1.4,1368.0,1050000.0,2018,Third,Automatic,47000.0,First,Petrol,Jeep
3281,Wagon R,998.0,315000.0,2016,First,Manual,34000.0,First,Petrol,Maruti
3282,Wagon R,998.0,385000.0,2018,First,Automatic,32000.0,First,Petrol,Maruti
3283,Innova 2.5,2494.0,420000.0,2010,First,Manual,135000.0,First,Diesel,Toyota
3284,KWID 1.0,999.0,246000.0,2016,First,Manual,42000.0,First,Petrol,Renault
3285,Etios GD,1364.0,435000.0,2014,First,Manual,85000.0,First,Diesel,Toyota
3286,Innova Crysta,2393.0,1720000.0,2019,First,Manual,34000.0,First,Diesel,Toyota
3287,Swift Dzire,1197.0,215000.0,2011,First,Manual,42000.0,First,Petrol,Maruti
3288,3 Series,1995.0,975000.0,2012,First,Automatic,45000.0,First,Diesel,BMW
3289,EON D,814.0,150000.0,2013,First,Manual,37052.0,First,Petrol,Hyundai
3290,Seltos GTX,1353.0,1350000.0,2019,First,Automatic,36392.0,First,Petrol,Kia
3291,Q7 35,2967.0,1975000.0,2015,First,Automatic,60492.0,First,Diesel,Audi
3292,Gloster Sharp,1996.0,3200000.0,2021,Third,Automatic,19000.0,First,Diesel,MG
3293,Bolero ZLX,2523.0,535000.0,2016,First,Manual,108826.0,Second,Diesel,Mahindra
3294,Duster 85PS,1461.0,200000.0,2013,Third,Manual,65000.0,First,Diesel,Renault
3295,Amaze S,1199.0,485000.0,2019,Third,Manual,33946.0,First,Petrol,Honda
3296,Verna SX,1493.0,1149000.0,2021,First,Manual,14000.0,First,Diesel,Hyundai
3297,Wagon R,998.0,375000.0,2018,First,Manual,38768.0,First,Petrol,Maruti
3298,C-Class C,2143.0,2175000.0,2016,First,Automatic,45791.0,First,Diesel,Mercedes-Benz
3299,Seltos HTX,1493.0,1350000.0,2021,Third,Manual,50000.0,First,Diesel,Kia
3300,XUV500 W8,2179.0,500000.0,2014,Third,Manual,53000.0,First,Diesel,Mahindra
3301,Amaze S,1498.0,315000.0,2015,Third,Manual,52000.0,First,Diesel,Honda
3302,Verna 1.6,1591.0,325000.0,2013,First,Manual,52000.0,First,Petrol,Hyundai
3303,Scala RxL,1498.0,199000.0,2013,First,Manual,61000.0,First,Petrol,Renault
3304,Jazz 1.2,1199.0,325000.0,2015,First,Manual,51000.0,First,Petrol,Honda
3305,Venue SX,1197.0,935000.0,2022,First,Manual,9000.0,First,Petrol,Hyundai
3306,Creta 1.6,1591.0,799000.0,2018,First,Manual,51000.0,First,Petrol,Hyundai
3307,Nexon XM,1199.0,740000.0,2021,First,Manual,21000.0,First,Petrol,Tata
3308,Carens Prestige,1497.0,1099000.0,2022,First,Manual,20000.0,First,Petrol,Kia
3309,7 Series,2993.0,1450000.0,2013,First,Automatic,20000.0,First,Diesel,BMW
3310,Q3 2.0,1968.0,1190000.0,2015,First,Automatic,45000.0,First,Diesel,Audi
3311,Rover Range,1997.0,6200000.0,2021,First,Automatic,15215.0,First,Diesel,Land-Rover
3312,Compass 2.0,1956.0,2250000.0,2021,First,Automatic,29000.0,First,Diesel,Jeep
3313,Yaris VX,1496.0,799000.0,2018,First,Automatic,37000.0,First,Petrol,Toyota
3314,Creta 1.6,1591.0,799000.0,2016,First,Automatic,46000.0,First,Petrol,Hyundai
3315,Rapid 1.6,1598.0,499000.0,2016,First,Automatic,54000.0,First,Petrol,Skoda
3316,City i,1497.0,755000.0,2018,First,Manual,45652.0,First,Petrol,Honda
3317,E-Class E200,1991.0,3500000.0,2017,First,Automatic,28204.0,Second,Petrol,Mercedes-Benz
3318,Seltos HTX,1497.0,1200000.0,2021,First,Manual,69007.0,First,Petrol,Kia
3319,Grand Vitara,1490.0,1900000.0,2023,First,Automatic,4732.0,First,Petrol,Maruti
3320,Swift VXI,1197.0,520000.0,2018,First,Manual,40700.0,First,Petrol,Maruti
3321,Q3 2.0,1968.0,1000000.0,2014,Third,Automatic,68000.0,First,Diesel,Audi
3322,Grand i10,1197.0,375000.0,2016,First,Manual,38000.0,First,Petrol,Hyundai
3323,Rover Range,1999.0,3400000.0,2018,Third,Automatic,51620.0,Second,Diesel,Land-Rover
3324,Fortuner 2.8,2755.0,2825000.0,2018,Third,Manual,60000.0,First,Diesel,Toyota
3325,Hector Sharp,1451.0,1335000.0,2019,Third,Automatic,20000.0,First,Petrol,MG
3326,Verna 1.6,1591.0,565000.0,2016,First,Manual,38247.0,First,Petrol,Hyundai
3327,City ZX,1497.0,1499000.0,2022,First,Automatic,300.0,First,Petrol,Honda
3328,Creta 1.6,1591.0,790000.0,2016,First,Automatic,46000.0,First,Petrol,Hyundai
3329,Jazz VX,1199.0,525000.0,2019,First,Manual,28000.0,First,Petrol,Honda
3330,Venue SX,998.0,950000.0,2021,First,Automatic,29000.0,First,Petrol,Hyundai
3331,Eeco 5,1197.0,395000.0,2019,First,Manual,21167.0,First,Petrol,Maruti
3332,Xcent 1.2,1197.0,326000.0,2015,First,Manual,67568.0,First,Petrol,Hyundai
3333,EON Sportz,814.0,246000.0,2015,First,Manual,65595.0,First,Petrol,Hyundai
3334,City VX,1497.0,736000.0,2017,First,Manual,32395.0,First,Petrol,Honda
3335,Civic ZX,1799.0,1500000.0,2019,Third,Automatic,43700.0,First,Petrol,Honda
3336,Etios G,1496.0,348000.0,2014,Third,Manual,56000.0,First,Petrol,Toyota
3337,Sail Hatchback,1199.0,180000.0,2014,Third,Manual,65000.0,First,Petrol,Chevrolet
3338,XUV500 W4,2179.0,600000.0,2016,First,Manual,119000.0,First,Diesel,Mahindra
3339,Polo 1.2,1198.0,425000.0,2015,First,Manual,98398.0,First,Petrol,Volkswagen
3340,Seltos GTX,1353.0,1600000.0,2021,First,Automatic,33815.0,First,Petrol,Kia
3341,Compass 2.0,1956.0,2095000.0,2021,Third,Automatic,26100.0,Second,Diesel,Jeep
3342,Octavia Style,1984.0,2500000.0,2022,Third,Automatic,8400.0,First,Petrol,Skoda
3343,Venue S,998.0,735000.0,2019,First,Automatic,39113.0,First,Petrol,Hyundai
3344,Compass 1.4,1368.0,1625000.0,2021,First,Manual,9000.0,First,Petrol,Jeep
3345,Ignis Zeta,1197.0,699000.0,2022,First,Automatic,2000.0,First,Petrol,Maruti
3346,A4 35,1968.0,2000000.0,2017,First,Automatic,64846.0,Second,Diesel,Audi
3347,3 Series,1995.0,2200000.0,2018,First,Automatic,33525.0,First,Diesel,BMW
3348,Carens Prestige,1353.0,1200000.0,2022,Third,Manual,33000.0,First,Petrol,Kia
3349,TUV 300,1493.0,450000.0,2016,Third,Manual,48120.0,First,Diesel,Mahindra
3350,Kushaq 1.0,999.0,1250000.0,2022,Third,Manual,15400.0,,Petrol,Skoda
3351,A-Star Vxi,998.0,130000.0,2009,Third,Manual,49194.0,First,Petrol,Maruti
3352,City ZX,1498.0,1245000.0,2021,Third,Automatic,20000.0,First,Petrol,Honda
3353,XUV500 W10,2179.0,949000.0,2018,First,Manual,55000.0,First,Diesel,Mahindra
3354,XC60 D5,2400.0,5390000.0,2021,Third,Automatic,24000.0,First,Diesel,Volvo
3355,Seltos Anniversary,1497.0,1325000.0,2020,Third,Automatic,26000.0,First,Petrol,Kia
3356,Creta 1.6,1591.0,765000.0,2016,Third,Automatic,31000.0,Second,Petrol,Hyundai
3357,Swift VXI,1197.0,524000.0,2019,First,Manual,30000.0,First,Petrol,Maruti
3358,Swift VXI,1197.0,574000.0,2020,First,Manual,24000.0,First,Petrol,Maruti
